Storm_Intensity,Latitude_NS,Longitude_EW,Min_Pressure
 HU, 28.0N,  94.8W,80
 HU, 28.0N,  95.4W,80
 HU, 28.0N,  96.0W,80
 HU, 28.1N,  96.5W,80
 HU, 28.2N,  96.8W,80
 HU, 28.2N,  97.0W,70
 TS, 28.3N,  97.6W,60
 TS, 28.4N,  98.3W,60
 TS, 28.6N,  98.9W,50
 TS, 29.0N,  99.4W,50
 TS, 29.5N,  99.8W,40
 TS, 30.0N, 100.0W,40
 TS, 30.5N, 100.1W,40
 TS, 31.0N, 100.2W,40
 HU, 22.2N,  97.6W,80
 TS, 12.0N,  60.0W,50
 TS, 13.4N,  48.0W,40
 TS, 13.7N,  49.5W,40
 TS, 14.0N,  51.0W,50
 TS, 14.4N,  52.8W,50
 TS, 14.9N,  54.6W,60
 TS, 15.4N,  56.5W,60
 HU, 15.9N,  58.5W,70
 HU, 16.1N,  60.4W,70
 HU, 16.6N,  62.5W,80
 HU, 16.9N,  64.1W,80
 HU, 17.2N,  66.0W,90
 HU, 17.6N,  67.6W,90
 HU, 18.0N,  69.3W,90
 HU, 18.4N,  71.1W,70
 TS, 18.9N,  72.6W,60
 TS, 19.4N,  74.3W,60
 HU, 19.9N,  75.9W,70
 HU, 20.5N,  77.6W,70
 HU, 21.2N,  79.0W,70
 HU, 21.9N,  80.4W,70
 TS, 22.6N,  81.4W,60
 TS, 23.2N,  82.5W,60
 HU, 23.9N,  83.6W,70
 HU, 24.4N,  84.3W,70
 HU, 25.0N,  84.9W,80
 HU, 25.6N,  85.5W,80
 HU, 26.2N,  86.0W,90
 HU, 26.8N,  86.3W,90
 HU, 27.4N,  86.5W,100
 HU, 28.0N,  86.6W,100
 HU, 28.5N,  86.6W,100
 HU, 29.6N,  86.1W,100
 HU, 30.1N,  85.7W,100
 HU, 30.7N,  85.1W,90
 HU, 31.6N,  84.1W,70
 TS, 32.5N,  83.0W,60
 TS, 33.4N,  81.4W,50
 TS, 34.0N,  80.0W,40
 TS, 34.8N,  78.6W,40
 TS, 35.8N,  77.0W,40
 TS, 36.8N,  75.1W,40
 TS, 37.8N,  73.6W,40
 TS, 38.9N,  71.8W,40
 TS, 40.0N,  70.0W,40
 TS, 41.3N,  66.8W,40
 TS, 42.8N,  63.3W,40
 TS, 44.5N,  60.2W,40
 TS, 46.4N,  57.2W,40
 TS, 48.5N,  54.2W,40
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 32.5N,  73.5W,50
 TS, 28.7N,  78.0W,40
 TS, 29.1N,  77.8W,40
 TS, 29.5N,  77.5W,50
 TS, 30.1N,  77.1W,50
 TS, 30.7N,  76.6W,60
 TS, 31.2N,  76.3W,60
 TS, 31.6N,  75.9W,60
 TS, 32.0N,  75.5W,60
 TS, 32.7N,  74.9W,60
 TS, 33.3N,  74.3W,60
 TS, 34.0N,  73.8W,60
 TS, 35.3N,  73.0W,60
 TS, 37.0N,  72.6W,50
 TS, 38.5N,  72.1W,50
 TS, 40.2N,  71.8W,50
 TS, 41.1N,  71.7W,50
 TS, 42.0N,  71.6W,40
 TS, 20.5N,  67.1W,60
 TS, 20.7N,  68.0W,60
 TS, 20.9N,  68.8W,60
 TS, 21.1N,  69.6W,60
 HU, 21.2N,  70.6W,70
 HU, 21.5N,  71.9W,70
 HU, 21.7N,  73.0W,70
 HU, 21.9N,  74.0W,70
 HU, 22.1N,  74.9W,80
 HU, 22.2N,  76.1W,80
 HU, 22.6N,  77.1W,80
 HU, 22.9N,  78.1W,80
 HU, 23.2N,  79.3W,90
 HU, 23.5N,  80.1W,90
 HU, 23.8N,  81.1W,90
 HU, 24.2N,  82.1W,90
 HU, 24.7N,  83.1W,90
 HU, 25.2N,  83.9W,90
 HU, 25.7N,  84.6W,90
 HU, 26.2N,  85.3W,90
 HU, 26.7N,  86.0W,100
 HU, 27.2N,  86.6W,100
 HU, 27.7N,  87.1W,100
 HU, 28.2N,  87.5W,100
 HU, 28.6N,  87.8W,100
 HU, 28.8N,  88.0W,100
 HU, 29.1N,  88.2W,100
 HU, 29.4N,  88.4W,100
 HU, 29.8N,  88.6W,100
 HU, 30.2N,  88.6W,100
 HU, 30.6N,  88.5W,90
 HU, 31.2N,  88.1W,70
 TS, 31.8N,  87.4W,50
 TS, 32.3N,  86.3W,40
 TS, 32.8N,  84.8W,40
 TS, 33.2N,  82.8W,40
 TS, 33.5N,  80.5W,40
 TS, 33.8N,  78.2W,40
 TS, 34.0N,  76.0W,40
 TS, 34.4N,  74.2W,40
 TS, 35.2N,  72.8W,50
 TS, 36.4N,  71.8W,50
 TS, 38.0N,  70.8W,50
 TS, 39.6N,  69.6W,50
 TS, 41.0N,  68.0W,50
 HU, 17.0N,  64.1W,70
 HU, 17.4N,  65.1W,70
 HU, 17.7N,  66.1W,70
 TS, 18.2N,  67.1W,60
 TS, 18.6N,  68.8W,60
 TS, 19.2N,  70.1W,50
 TS, 19.5N,  71.4W,40
 TS, 19.7N,  72.5W,40
 HU, 26.4N,  90.4W,70
 HU, 26.5N,  89.6W,70
 HU, 26.6N,  88.8W,70
 HU, 26.6N,  88.1W,70
 HU, 26.8N,  87.4W,70
 HU, 26.9N,  86.6W,70
 HU, 27.1N,  86.1W,70
 HU, 27.3N,  85.6W,70
 HU, 27.5N,  85.1W,70
 HU, 27.7N,  84.6W,70
 HU, 27.8N,  84.0W,70
 HU, 27.9N,  83.4W,70
 HU, 28.0N,  82.8W,70
 TS, 28.1N,  82.2W,60
 TS, 28.2N,  81.5W,50
 TS, 28.5N,  80.5W,50
 TS, 29.2N,  79.0W,60
 HU, 30.4N,  77.0W,70
 HU, 32.0N,  74.5W,70
 HU, 34.0N,  71.5W,70
 TS, 16.1N,  58.5W,50
 TS, 16.4N,  59.1W,50
 TS, 16.7N,  59.7W,50
 TS, 17.0N,  60.3W,50
 TS, 17.4N,  61.2W,60
 TS, 17.7N,  62.2W,60
 HU, 18.1N,  63.1W,70
 HU, 18.4N,  63.7W,70
 HU, 18.7N,  64.3W,70
 HU, 18.9N,  65.0W,70
 HU, 19.1N,  65.8W,70
 HU, 19.2N,  66.6W,70
 HU, 19.5N,  67.4W,80
 HU, 19.7N,  68.1W,80
 HU, 19.9N,  68.8W,80
 HU, 20.0N,  69.6W,80
 HU, 20.1N,  70.3W,80
 HU, 20.4N,  70.9W,80
 HU, 20.7N,  71.6W,80
 HU, 21.0N,  72.1W,80
 HU, 21.4N,  73.0W,80
 HU, 21.9N,  73.6W,80
 HU, 22.5N,  74.0W,80
 HU, 23.2N,  74.4W,80
 HU, 23.9N,  74.6W,80
 HU, 24.6N,  74.6W,80
 HU, 25.4N,  74.5W,80
 HU, 26.5N,  74.0W,80
 HU, 27.4N,  73.5W,80
 HU, 28.2N,  72.9W,80
 HU, 29.0N,  72.3W,80
 HU, 30.2N,  71.5W,80
 HU, 31.6N,  70.5W,70
 HU, 32.7N,  69.6W,70
 HU, 33.8N,  69.1W,70
 HU, 34.9N,  68.6W,70
 HU, 17.0N,  73.8W,90
 HU, 17.1N,  75.0W,90
 HU, 17.2N,  76.3W,90
 HU, 17.2N,  77.8W,90
 HU, 17.7N,  79.6W,90
 HU, 18.2N,  81.5W,90
 HU, 18.7N,  83.1W,90
 HU, 19.5N,  84.4W,90
 HU, 20.4N,  85.5W,90
 HU, 21.2N,  86.4W,90
 HU, 22.4N,  86.9W,90
 HU, 24.0N,  86.8W,90
 HU, 25.6N,  86.4W,90
 HU, 26.9N,  85.9W,90
 HU, 28.0N,  85.5W,90
 HU, 29.2N,  84.9W,90
 HU, 29.9N,  84.4W,90
 HU, 30.5N,  83.9W,80
 TS, 31.8N,  82.8W,60
 TS, 33.0N,  81.1W,50
 TS, 34.0N,  79.5W,50
 TS, 35.0N,  77.0W,50
 TS, 36.0N,  74.0W,50
 TS, 38.0N,  70.0W,60
 TS, 40.0N,  66.0W,60
 TS, 32.5N,  69.0W,50
 TS, 12.0N,  60.0W,40
 TS, 12.1N,  23.2W,40
 TS, 12.3N,  25.1W,40
 TS, 12.5N,  27.0W,40
 TS, 12.8N,  28.9W,40
 TS, 13.0N,  30.9W,50
 TS, 13.3N,  33.0W,50
 TS, 13.6N,  35.0W,60
 TS, 13.9N,  36.8W,60
 HU, 14.2N,  38.5W,70
 HU, 14.6N,  40.5W,70
 HU, 14.9N,  42.3W,80
 HU, 15.2N,  43.9W,80
 HU, 15.7N,  45.7W,90
 HU, 16.2N,  47.3W,90
 HU, 16.7N,  49.0W,100
 HU, 17.4N,  51.0W,110
 HU, 18.2N,  52.8W,120
 HU, 19.1N,  54.6W,130
 HU, 19.7N,  56.2W,130
 HU, 20.7N,  58.0W,130
 HU, 21.2N,  59.9W,120
 HU, 22.0N,  61.8W,120
 HU, 22.7N,  63.7W,120
 HU, 23.4N,  65.3W,120
 HU, 24.2N,  67.1W,120
 HU, 25.0N,  68.6W,120
 HU, 25.8N,  70.1W,120
 HU, 26.6N,  71.1W,120
 HU, 27.3N,  72.0W,120
 HU, 28.2N,  72.9W,120
 HU, 29.1N,  73.5W,120
 HU, 30.2N,  74.0W,120
 HU, 31.2N,  74.3W,110
 HU, 32.5N,  74.1W,110
 HU, 33.7N,  73.9W,100
 HU, 34.9N,  72.9W,100
 HU, 36.0N,  71.6W,100
 HU, 36.8N,  69.9W,100
 HU, 37.5N,  67.9W,100
 HU, 38.2N,  65.4W,100
 HU, 39.0N,  62.3W,100
 HU, 39.9N,  59.4W,90
 HU, 40.8N,  56.8W,80
 HU, 41.9N,  53.4W,70
 HU, 42.9N,  49.5W,70
 HU, 43.9N,  45.5W,70
 HU, 45.0N,  41.2W,70
 HU, 46.2N,  36.2W,70
 HU, 37.0N,  53.0W,100
 HU, 38.0N,  51.0W,100
 HU, 39.0N,  49.0W,100
 HU, 40.0N,  46.8W,100
 HU, 41.3N,  44.0W,100
 HU, 42.5N,  41.5W,100
 HU, 43.4N,  39.3W,100
 HU, 44.5N,  37.2W,100
 HU, 45.5N,  34.7W,100
 HU, 46.3N,  32.3W,100
 HU, 47.0N,  30.0W,90
 HU, 48.0N,  27.5W,90
 TS, 20.0N,  95.0W,50
 TS, 25.8N,  62.0W,50
 TS, 27.4N,  62.5W,50
 TS, 29.0N,  62.9W,50
 TS, 30.6N,  63.2W,50
 TS, 32.9N,  62.6W,60
 TS, 34.8N,  61.3W,60
 HU, 36.0N,  59.8W,70
 HU, 36.7N,  58.4W,70
 HU, 36.8N,  57.4W,70
 HU, 36.3N,  56.7W,70
 HU, 35.5N,  56.9W,70
 HU, 35.5N,  57.0W,70
 HU, 35.4N,  57.2W,70
 HU, 35.3N,  57.4W,70
 HU, 35.3N,  57.7W,70
 HU, 35.4N,  57.9W,70
 HU, 35.5N,  58.1W,70
 HU, 35.5N,  58.2W,70
 HU, 35.8N,  58.3W,70
 HU, 36.3N,  58.0W,70
 HU, 37.0N,  57.5W,70
 HU, 38.0N,  56.8W,70
 TS, 15.0N,  37.0W,50
 HU, 27.5N,  78.5W,70
 HU, 28.0N,  78.9W,70
 HU, 28.5N,  79.3W,80
 HU, 28.9N,  79.6W,80
 HU, 29.3N,  79.9W,80
 HU, 29.7N,  80.2W,80
 HU, 30.0N,  80.5W,90
 HU, 30.3N,  80.7W,90
 HU, 30.6N,  80.9W,90
 HU, 30.9N,  80.9W,90
 HU, 31.3N,  80.6W,80
 HU, 31.7N,  80.1W,80
 HU, 32.1N,  79.4W,80
 HU, 32.5N,  78.5W,80
 TS, 26.0N,  92.5W,60
 TS, 26.0N,  93.0W,60
 HU, 26.0N,  93.5W,70
 HU, 26.0N,  94.0W,70
 HU, 26.0N,  94.7W,70
 HU, 26.1N,  95.7W,70
 HU, 26.2N,  97.0W,70
 TS, 26.4N,  98.5W,50
 TS, 26.8N, 100.0W,40
 TS, 27.4N, 101.5W,40
 TS, 28.0N, 103.0W,40
 TS, 33.0N,  55.0W,60
 HU, 26.4N,  76.6W,110
 HU, 27.2N,  77.6W,110
 HU, 28.0N,  78.6W,110
 HU, 28.8N,  79.6W,110
 HU, 29.6N,  80.3W,110
 HU, 30.4N,  80.6W,110
 HU, 31.1N,  80.9W,100
 HU, 31.6N,  81.1W,100
 HU, 31.7N,  81.1W,100
 HU, 32.0N,  81.3W,80
 HU, 32.5N,  81.5W,70
 TS, 33.2N,  81.5W,60
 TS, 34.3N,  80.5W,50
 TS, 35.5N,  78.1W,40
 TS, 36.8N,  75.9W,40
 TS, 37.8N,  74.0W,50
 TS, 38.4N,  71.9W,60
 HU, 38.8N,  69.5W,70
 HU, 39.0N,  67.3W,80
 HU, 39.4N,  65.0W,90
 HU, 39.5N,  61.8W,90
 HU, 39.8N,  58.3W,90
 HU, 40.0N,  55.1W,90
 HU, 40.0N,  52.0W,80
 HU, 40.2N,  48.0W,80
 HU, 28.2N,  93.6W,90
 HU, 28.4N,  94.1W,90
 HU, 28.6N,  94.6W,90
 HU, 28.8N,  95.1W,90
 HU, 28.9N,  95.3W,90
 HU, 29.0N,  95.6W,80
 HU, 29.2N,  96.1W,70
 TS, 29.4N,  96.5W,60
 TS, 29.7N,  96.6W,60
 TS, 30.0N,  96.4W,50
 TS, 30.3N,  96.0W,40
 TS, 25.0N,  67.6W,50
 TS, 25.8N,  67.6W,50
 TS, 26.7N,  67.6W,50
 TS, 27.6N,  67.5W,50
 TS, 28.6N,  67.3W,60
 TS, 29.5N,  67.0W,60
 TS, 30.3N,  66.6W,60
 TS, 31.5N,  65.6W,60
 TS, 32.4N,  64.3W,60
 TS, 33.0N,  62.8W,60
 TS, 33.5N,  61.0W,50
 TS, 34.2N,  58.7W,50
 HU, 22.2N,  98.0W,90
 HU, 44.0N,  42.0W,90
 HU, 46.0N,  39.0W,90
 HU, 48.0N,  36.0W,90
 HU, 50.0N,  32.5W,90
 HU, 52.0N,  29.0W,90
 HU, 54.0N,  24.0W,90
 HU, 12.5N,  83.0W,70
 TS, 12.0N,  55.9W,50
 TS, 12.0N,  57.1W,50
 TS, 12.1N,  58.3W,50
 TS, 12.3N,  59.5W,50
 TS, 12.8N,  60.7W,60
 TS, 13.5N,  61.9W,60
 TS, 14.1N,  62.8W,60
 TS, 14.8N,  63.7W,60
 TS, 15.6N,  64.4W,60
 TS, 16.4N,  65.4W,60
 TS, 17.1N,  66.5W,60
 TS, 17.7N,  67.9W,60
 TS, 18.4N,  69.5W,50
 TS, 19.2N,  71.1W,50
 TS, 19.5N,  72.3W,40
 TS, 19.7N,  73.6W,40
 HU, 26.7N,  89.1W,70
 HU, 27.1N,  89.1W,80
 HU, 27.5N,  89.3W,90
 HU, 28.1N,  89.4W,100
 HU, 28.8N,  89.5W,110
 HU, 29.2N,  89.5W,110
 HU, 29.6N,  89.5W,110
 HU, 30.2N,  89.4W,100
 HU, 31.0N,  89.1W,70
 TS, 32.0N,  88.8W,50
 TS, 33.0N,  88.3W,40
 HU, 25.0N,  83.9W,70
 HU, 25.7N,  85.1W,80
 HU, 26.3N,  86.5W,90
 HU, 27.0N,  87.8W,100
 HU, 27.7N,  89.1W,110
 HU, 28.2N,  89.8W,120
 HU, 28.7N,  90.5W,130
 HU, 29.2N,  91.1W,130
 HU, 29.7N,  91.6W,110
 HU, 30.0N,  91.8W,80
 TS, 30.3N,  91.9W,60
 TS, 30.6N,  91.8W,50
 TS, 30.9N,  91.6W,40
 TS, 31.3N,  91.0W,40
 HU, 12.1N,  56.1W,70
 HU, 12.1N,  57.3W,70
 HU, 12.1N,  58.5W,70
 HU, 12.1N,  60.1W,70
 HU, 12.1N,  61.8W,70
 HU, 12.1N,  63.2W,70
 HU, 12.1N,  64.5W,70
 HU, 12.1N,  65.6W,70
 TS, 32.5N,  75.5W,50
 TS, 33.8N,  76.0W,50
 TS, 34.8N,  76.4W,50
 TS, 35.0N,  76.5W,50
 TS, 36.0N,  76.3W,50
 TS, 37.0N,  76.0W,50
 TS, 38.0N,  75.3W,50
 TS, 39.0N,  74.3W,50
 TS, 39.8N,  73.0W,50
 TS, 40.4N,  71.5W,50
 TS, 40.8N,  69.5W,50
 TS, 41.0N,  67.0W,50
 TS, 23.0N,  82.5W,50
 HU, 21.0N,  69.8W,70
 HU, 21.0N,  70.8W,70
 HU, 21.1N,  71.9W,70
 HU, 21.2N,  72.8W,70
 HU, 21.6N,  73.9W,70
 HU, 21.7N,  74.8W,70
 HU, 22.0N,  75.9W,80
 HU, 22.2N,  76.6W,80
 HU, 22.4N,  77.6W,80
 HU, 22.6N,  78.6W,80
 HU, 22.7N,  79.5W,90
 HU, 22.7N,  80.6W,80
 HU, 22.9N,  81.6W,80
 HU, 23.0N,  82.9W,90
 HU, 23.2N,  84.0W,90
 HU, 23.6N,  84.6W,90
 HU, 23.9N,  85.1W,90
 HU, 24.2N,  85.6W,90
 HU, 24.7N,  86.4W,90
 HU, 24.9N,  86.8W,90
 HU, 25.2N,  87.1W,100
 HU, 25.6N,  87.3W,100
 HU, 26.2N,  87.4W,100
 HU, 27.5N,  87.3W,100
 HU, 28.9N,  86.6W,90
 HU, 30.2N,  85.9W,90
 HU, 31.1N,  84.8W,70
 TS, 32.2N,  83.3W,60
 TS, 33.0N,  81.6W,50
 TS, 34.0N,  79.6W,50
 TS, 34.7N,  77.9W,50
 TS, 35.5N,  75.3W,50
 TS, 36.3N,  72.8W,50
 TS, 36.8N,  70.0W,50
 TS, 37.2N,  67.3W,50
 TS, 37.7N,  64.6W,50
 TS, 38.2N,  61.8W,50
 TS, 38.8N,  58.6W,50
 TS, 39.0N,  56.0W,50
 TS, 39.5N,  52.3W,50
 TS, 32.0N,  48.8W,50
 TS, 32.5N,  48.9W,50
 TS, 32.9N,  49.0W,50
 TS, 33.5N,  49.3W,50
 TS, 34.5N,  49.8W,60
 TS, 35.2N,  50.5W,60
 HU, 35.6N,  51.0W,70
 HU, 35.8N,  51.4W,70
 HU, 36.0N,  51.7W,70
 HU, 36.1N,  52.0W,70
 HU, 36.2N,  52.3W,70
 HU, 36.3N,  52.4W,70
 TS, 36.4N,  52.5W,60
 TS, 36.5N,  52.6W,60
 TS, 36.5N,  52.7W,60
 TS, 36.5N,  52.8W,60
 TS, 36.5N,  52.9W,60
 TS, 36.5N,  53.0W,60
 TS, 36.5N,  53.0W,60
 TS, 36.5N,  53.0W,60
 TS, 34.0N,  74.5W,50
 TS, 34.5N,  73.8W,50
 TS, 35.0N,  72.6W,50
 TS, 35.2N,  71.4W,50
 TS, 35.4N,  70.1W,50
 TS, 35.5N,  68.9W,50
 TS, 35.8N,  67.6W,50
 TS, 36.0N,  66.0W,50
 TS, 26.5N,  73.0W,40
 TS, 26.7N,  72.8W,40
 TS, 26.9N,  72.6W,40
 TS, 27.2N,  72.4W,50
 TS, 27.5N,  72.3W,50
 TS, 27.7N,  72.5W,50
 TS, 27.9N,  72.7W,50
 TS, 28.1N,  72.9W,60
 TS, 28.3N,  73.0W,60
 TS, 28.7N,  73.6W,60
 HU, 29.1N,  74.2W,70
 HU, 29.5N,  74.7W,70
 HU, 29.9N,  75.3W,70
 HU, 30.2N,  75.8W,70
 HU, 30.5N,  76.2W,70
 HU, 30.7N,  76.7W,80
 HU, 31.0N,  77.1W,80
 HU, 31.2N,  77.4W,90
 HU, 31.5N,  77.7W,90
 HU, 31.7N,  78.0W,90
 HU, 32.1N,  78.2W,90
 HU, 32.3N,  78.2W,90
 HU, 32.5N,  78.3W,90
 HU, 32.8N,  78.3W,90
 HU, 33.3N,  78.3W,90
 HU, 33.9N,  78.0W,90
 HU, 34.5N,  77.5W,80
 HU, 34.9N,  77.1W,70
 TS, 35.5N,  76.5W,60
 TS, 36.0N,  76.2W,50
 TS, 36.3N,  75.8W,50
 TS, 36.5N,  74.9W,50
 TS, 36.8N,  73.5W,60
 TS, 37.6N,  71.8W,60
 HU, 38.5N,  69.8W,70
 HU, 39.4N,  67.6W,80
 HU, 40.3N,  65.2W,80
 HU, 41.2N,  61.7W,80
 HU, 42.1N,  58.9W,80
 HU, 43.0N,  56.0W,80
 HU, 44.0N,  53.0W,80
 HU, 45.0N,  50.0W,80
 HU, 46.0N,  46.0W,70
 TS, 47.0N,  42.0W,60
 EX, 48.0N,  38.0W,50
 EX, 49.0N,  34.0W,40
 EX, 50.0N,  30.0W,40
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 HU, 32.5N,  73.5W,70
 TS, 16.0N,  54.7W,50
 TS, 16.0N,  56.2W,50
 TS, 16.0N,  57.7W,50
 TS, 16.0N,  59.2W,50
 TS, 16.0N,  61.1W,60
 TS, 16.0N,  63.0W,60
 TS, 16.0N,  64.6W,60
 TS, 16.0N,  66.8W,60
 HU, 16.0N,  68.5W,70
 HU, 16.0N,  70.3W,70
 HU, 16.1N,  72.1W,70
 HU, 16.2N,  73.9W,70
 HU, 16.6N,  75.8W,80
 HU, 17.0N,  78.0W,80
 HU, 17.7N,  80.1W,80
 HU, 18.2N,  81.4W,80
 HU, 19.0N,  82.9W,90
 HU, 19.7N,  84.1W,90
 HU, 20.2N,  85.3W,90
 HU, 21.0N,  86.5W,90
 HU, 21.7N,  87.9W,70
 TS, 22.2N,  89.4W,60
 TS, 23.0N,  91.0W,60
 TS, 23.7N,  92.6W,60
 TS, 24.4N,  94.1W,50
 TS, 25.2N,  95.8W,50
 TS, 25.8N,  97.0W,50
 TS, 26.0N,  97.5W,50
 TS, 27.0N,  99.1W,40
 HU, 19.0N,  85.5W,70
 HU, 45.0N,  40.0W,70
 TS, 25.2N,  84.6W,60
 TS, 26.0N,  83.9W,60
 TS, 26.9N,  83.1W,60
 TS, 27.6N,  82.7W,60
 TS, 27.9N,  82.0W,50
 TS, 28.9N,  80.8W,50
 TS, 30.0N,  79.6W,60
 HU, 31.2N,  78.5W,80
 HU, 32.4N,  77.3W,90
 HU, 34.0N,  75.8W,90
 HU, 36.0N,  74.6W,90
 HU, 38.5N,  73.3W,80
 HU, 40.9N,  72.2W,80
 HU, 41.4N,  72.0W,70
 TS, 45.5N,  70.0W,50
 TS, 50.0N,  67.0W,40
 HU, 18.4N,  41.4W,80
 HU, 19.2N,  42.2W,80
 HU, 20.0N,  43.0W,80
 HU, 20.7N,  43.9W,80
 HU, 21.7N,  45.0W,80
 HU, 22.7N,  46.0W,80
 HU, 23.5N,  47.0W,80
 HU, 24.2N,  48.2W,80
 HU, 25.2N,  49.4W,80
 HU, 26.1N,  50.7W,80
 HU, 27.0N,  52.0W,80
 HU, 28.0N,  53.5W,80
 HU, 29.2N,  55.2W,80
 HU, 30.6N,  57.1W,80
 HU, 32.0N,  59.0W,80
 HU, 33.3N,  60.6W,80
 HU, 34.5N,  61.9W,80
 HU, 35.8N,  63.0W,80
 HU, 37.0N,  63.6W,80
 HU, 38.0N,  63.8W,80
 HU, 39.0N,  63.6W,80
 HU, 40.0N,  63.2W,80
 HU, 41.0N,  62.4W,80
 HU, 42.0N,  61.3W,80
 HU, 42.9N,  59.5W,80
 HU, 43.5N,  57.6W,80
 HU, 44.0N,  56.1W,70
 HU, 44.7N,  54.1W,70
 TS, 45.2N,  51.8W,60
 TS, 45.7N,  50.0W,60
 TS, 46.0N,  48.0W,50
 TS, 46.5N,  45.2W,50
 TS, 21.9N,  74.0W,50
 TS, 23.2N,  74.0W,50
 TS, 24.6N,  74.0W,60
 TS, 26.1N,  74.0W,60
 HU, 27.9N,  74.0W,70
 HU, 29.3N,  74.1W,70
 HU, 30.7N,  74.1W,70
 HU, 32.2N,  74.0W,70
 HU, 33.3N,  73.8W,80
 HU, 33.9N,  73.7W,80
 HU, 34.5N,  73.6W,80
 HU, 35.2N,  73.4W,80
 HU, 35.9N,  73.1W,80
 HU, 36.5N,  72.6W,80
 TS, 21.5N,  73.6W,50
 TS, 21.7N,  73.3W,50
 TS, 22.1N,  72.9W,60
 TS, 22.5N,  72.5W,60
 TS, 23.1N,  72.1W,60
 TS, 23.7N,  71.6W,60
 HU, 24.2N,  71.1W,70
 HU, 25.2N,  70.6W,70
 HU, 26.1N,  70.0W,70
 HU, 27.0N,  69.3W,70
 HU, 28.2N,  68.5W,80
 HU, 29.5N,  67.4W,80
 HU, 31.0N,  66.3W,90
 HU, 32.5N,  65.0W,90
 HU, 34.0N,  63.7W,90
 HU, 35.5N,  62.7W,90
 HU, 37.0N,  61.7W,80
 HU, 38.5N,  60.7W,80
 HU, 40.0N,  59.7W,70
 HU, 41.2N,  58.5W,70
 TS, 42.2N,  57.3W,60
 TS, 43.2N,  56.0W,60
 HU, 21.5N,  97.5W,90
 HU, 38.5N,  67.0W,90
 HU, 39.5N,  66.0W,90
 HU, 40.2N,  65.0W,90
 HU, 40.7N,  64.0W,90
 HU, 41.0N,  62.9W,90
 HU, 41.4N,  61.6W,90
 HU, 41.7N,  60.2W,90
 HU, 41.8N,  59.0W,90
 HU, 41.9N,  58.0W,90
 HU, 42.0N,  57.3W,90
 HU, 42.0N,  56.8W,90
 HU, 42.0N,  56.5W,90
 HU, 17.3N,  59.7W,70
 HU, 17.4N,  60.7W,70
 HU, 17.5N,  61.8W,70
 HU, 17.5N,  63.0W,70
 HU, 17.4N,  64.1W,70
 HU, 17.3N,  65.4W,70
 HU, 35.5N,  57.5W,90
 HU, 37.0N,  54.5W,90
 HU, 39.0N,  52.0W,90
 HU, 41.5N,  50.0W,80
 HU, 43.0N,  48.5W,80
 HU, 45.5N,  46.5W,70
 HU, 49.0N,  43.5W,70
 HU, 28.0N,  89.0W,70
 HU, 28.5N,  89.0W,70
 HU, 29.0N,  88.9W,70
 HU, 29.6N,  88.6W,70
 HU, 30.3N,  88.1W,70
 TS, 31.1N,  87.5W,50
 TS, 32.0N,  86.8W,40
 TS, 33.1N,  84.8W,40
 TS, 34.3N,  82.5W,40
 TS, 35.6N,  80.0W,40
 TS, 37.0N,  77.5W,50
 TS, 38.5N,  74.5W,60
 HU, 40.0N,  71.0W,70
 HU, 41.2N,  66.5W,70
 HU, 42.0N,  61.0W,70
 HU, 42.5N,  55.0W,70
 HU, 17.5N,  75.4W,80
 HU, 18.2N,  75.1W,80
 HU, 19.1N,  75.0W,80
 HU, 20.1N,  74.8W,80
 HU, 21.2N,  74.4W,80
 HU, 22.2N,  74.1W,80
 HU, 23.2N,  73.8W,90
 HU, 24.5N,  73.4W,90
 HU, 26.0N,  72.9W,100
 HU, 27.5N,  72.4W,100
 HU, 28.8N,  72.0W,110
 HU, 30.4N,  71.5W,110
 HU, 32.4N,  70.8W,110
 HU, 34.5N,  70.1W,110
 HU, 36.5N,  69.5W,110
 HU, 38.0N,  68.6W,110
 HU, 39.5N,  67.4W,110
 HU, 40.9N,  66.1W,110
 HU, 42.5N,  64.0W,110
 HU, 44.5N,  61.0W,110
 TS, 25.1N,  75.1W,60
